Titre du poste,Entreprise,Secteur d'activite,Localisation geographique,Competences requises,Niveau d'experience requis,Type de contrat,Date de publication,URL source de l'offre
Chef projet marketing,TAGANA,Marketing / Communication / Publicité / Rp,Marrakech,formation: master en marketing experience: 2 a 5 ans la maitrise du francais est obligatoire,2 a 5 ans la maitrise du francais est obligatoire,CDI,28 Apr-11:10,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368301/CHEF-PROJET-MARKETING.html
Chargé des méthodes – rabat,confidentiel,Maintenance / Entretien,Rabat,"-bac +2 / bac +3 / bac +5 en maintenance industrielle, electrotechnique, electromecanique, genie industriel ou methodes -minimum 5 ans dexperience dans un poste similaire, idealement en maintenance multitechnique ou facility management -bonne maitrise des processus de maintenance preventive et corrective -maitrise dune gmao (planification, suivi des interventions) -capacite danalyse des indicateurs de performance -connaissances de base en electromecanique, electricite batiment, plomberie, climatisation - poste base a rabat","dans un poste similaire, idealement en maintenance multitechnique ou facility management -bonne maitrise des processus de maintenance preventive et corrective -maitrise dune gmao (planification, suivi des interventions) -capacite danalyse des indicateurs de performance -connaissances de base en electromecanique, electricite batiment, plomberie, climatisation - poste base a rabat",A discuter,28 Apr-11:06,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370783/Chargé-des-Méthodes-–-Rabat.html
Chargés de clientèle,RH,Grande Distribution,Casablanca,- experience confirmee en relation client. - maitrise du francais - maitrise des technique de vente le,pour rejoindre notre equipe a casablanca.,CDI,28 Apr-11:06,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370782/chargés-de-clientèle.html
Piscinistes expérimentés à rabat,AVANTA MAROC,Maintenance / Entretien,Rabat,,,Interim,28 Apr-11:05,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370781/Piscinistes-expérimentés-à-Rabat.html
Agent de guichet femme,Bureau de change,Banque / Finance / Assurance,Casablanca,"-femme, presentation soignee et excellent sens du relationnel - niveau bac +2 minimum (commerce, gestion ou equivalent) - experience en caisse fortement souhaitee - serieuse, rigoureuse et a laise avec les chiffres - bonne gestion du stress et sens du service client - bonne maitrise de la langue francaise merci denvoyer votre cv avec photo","en caisse fortement souhaitee - serieuse, rigoureuse et a laise avec les chiffres - bonne gestion du stress et sens du service client - bonne maitrise de la langue francaise merci denvoyer votre cv avec photo",CDI,28 Apr-11:05,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368281/Agent-de-Guichet-Femme.html
Chef d'atelier,casablanca,Industrie / Ingénierie / Energie,Casablanca,"bac+2 (bts, dut ou equivalent) - experience de 3ans en production industrielle - capacite a gerer une equipe - sens de lorganisation et reactivite lieu du poste : en presentiel",de 3ans en production industrielle - capacite a gerer une equipe - sens de lorganisation et reactivite lieu du poste : en presentiel,A discuter,28 Apr-11:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362832/Chef-datelier.html
Responsable achats,GDH,Transport / Achat / Logistique,Casablanca,"bac + 3 ou plus en commerce, gestion ou logistique","dans un poste similaire, idealement dans le secteur de la restauration ou agroalimentaire. bonne connaissance des circuits dapprovisionnement et des produits lies a la restauration. maitrise des outils de gestion des stocks et des achats. sens de lorganisation, rigueur et capacite de negociation. reactivite et aptitude a gerer les priorites dans un environnement dynamique",CDI,28 Apr-10:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10369845/RESPONSABLE-ACHATS.html
Ingénieur agronome (production végétale),ANONYME,Agriculture / Environnement / Espaces Verts,Berrechid,,"est un plus) personne a lecoute, serieuse, disciplinee et capable de suivre les instructions motive pour apprendre et evoluer a laise sur terrain",A discuter,28 Apr-10:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10369806/Ingénieur-Agronome-(Production-Végétale).html
Comptable confirme,Confidentielle,Comptabilité / Gestion / Audit,Casablanca,- maitriser le pack office - maitriser les outils informatiques - connaissances des dispositions legales et reglementaires en vigueur dans le pays - connaissance en droit fiscal et droit des societes - avoir une parfaite m,minimum de 5 ans de preference dans le secteur industriel et ayant realise 3 saisons fiscales. vous aurez comme principales,CDI,28 Apr-10:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366786/COMPTABLE-CONFIRME.html
Assistante administrative,TRANSITAIR,Entreprise / Import / Export,Tanger,"organisationnelles et de communication. - repondre aux appels telephoniques entrants de maniere professionnelle. - une bonne maitrise des langues ( fr , esp , angl ) - rerouter les appels vers les departements concernes. - prendre des messages precis et les transmettre aux destinataires appropries. - recevoir et enregistrer les factures fournisseurs. - assurer le suivi des depots des factures et s'assurer de leur traitement dans les delais. - collaborer avec le service financier pour resoudre les eventuels problemes lies aux factures -effectuer des taches administratives de base telles que la gestion du courrier et la consultation des fournisseurs. - maintenir un systeme de classement organise pour les documents administratifs.",averee en tant qu'assistante de direction ou dans un role similaire.excellentes,A discuter,28 Apr-10:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362822/Assistante-Administrative.html
Chargée clientèle,XXXXXXX,Santé / Médical,Casablanca,"vous remplissez les conditions suivantes : - bac + 2 minimum (deug, licence ou equivalent), de preference en langues etrangeres; - maitrise parfaite du francais - maitrise dune seconde langue anglais - vous avez un excellent relationnel, une bonne capacite decoute active et de communication et une capacite a travailler en equipe. le poste est base a bouskoura. transport assure.",,CDI,28 Apr-10:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361971/Chargée-clientèle.html
Bagagiste -portier,MFE,Tourisme / Hôtellerie / Restauration,Marrakech,"presentation soignee et excellent sens de laccueil bonne communication en francais (langlais est un atout) sens du service et esprit dequipe experience dans un poste similaire souhaitee, idealement en hotellerie de luxe dynamisme, rigueur et discretion type d'emploi : temps plein","dans un poste similaire souhaitee, idealement en hotellerie de luxe dynamisme, rigueur et discretion type d'emploi : temps plein",A discuter,28 Apr-10:51,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370764/BAGAGISTE-PORTIER.html
Femme de chambre rabat,xxxx,Tourisme / Hôtellerie / Restauration,Casablanca,,,Interim,28 Apr-10:51,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10350423/Femme-de-chambre-RABAT.html
Technicien laboratoire (bouskoura),VARUN BEVERAGES MOROCCO,Biologie / Chimie / Pharmaceutique,Casablanca,,dans l'agroalimentaire. nb : transport est assure,A discuter,28 Apr-10:51,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10350835/Technicien-laboratoire-(BOUSKOURA).html
Gestion administrative et documentaire a mzinda-yo,Anonyme,Industrie / Ingénierie / Energie,Casablanca,"- bac+2 / bac+3 en gestion, administration ou equivalent - premiere experience dans un poste similaire souhaitee - bonne maitrise des outils bureautiques (excel, word, outlook...) - sens de lorganisation et rigueur administrative - bon relationnel et esprit dequipe","dans un poste similaire souhaitee - bonne maitrise des outils bureautiques (excel, word, outlook...) - sens de lorganisation et rigueur administrative - bon relationnel et esprit dequipe",A discuter,28 Apr-10:51,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370759/GESTION-ADMINISTRATIVE-ET-DOCUMENTAIRE-A-MZINDA-YO.html
Poste : formaticien,,Informatique / Multimédia / Internet,Marrakech,,,CDI,28 Apr-10:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368273/Poste-Formaticien.html
Assistante technique (tÉlÉcom / gÉnie civil),FIBROTRAV,Construction / Btp,Tanger,obligatoires - maitrise dautocad (dessin 2d) obligatoire. - tres bonne maitrise dexcel obligatoire. bonne maitrise de word. connaissances en suivi de travaux et calcul des metres. experience - minimum 1 an dexperience obligatoire dans le,minimum 1 an dexperience obligatoire dans le,CDD,28 Apr-10:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10365210/ASSISTANTE-TECHNIQUE-(TÉLÉCOM-GÉNIE-CIVIL).html
Agent de facturation,SARL,Comptabilité / Gestion / Audit,Casablanca,,minimum. priere envoyer votre cv et photo via ce site marocannonces,CDI,28 Apr-10:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362820/Agent-de-facturation.html
Agent administratif marketing,DEKRA,Banque / Finance / Assurance,Casablanca,,,Interim,28 Apr-10:44,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370755/agent-administratif-marketing.html
Commerciale b2b – régie publicitaire (casablanca),BEST PROFIL,Commercial / Vente,Casablanca,- bac+5 en commerce / marketing / communication - 1 a 2 ans dexperience en commercial b2b (idealement en agence de communication ou marketing) - motorisee (obligatoire) - excellente maitrise du francais - bonne maitrise des techniques de vente et de negociation - tres bon relationnel et orientation resultats,en commercial b2b (idealement en agence de communication ou marketing) - motorisee (obligatoire) - excellente maitrise du francais - bonne maitrise des techniques de vente et de negociation - tres bon relationnel et orientation resultats,CDI,28 Apr-10:42,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370752/Commerciale-B2B-–-Régie-publicitaire-(Casablanca).html
Assistante logistique,,Industrie / Ingénierie / Energie,Casablanca,". bac+2/3 en logistique, gestion ou equivalent .une experience confirmee dans un poste similaire . bonne maitrise des outils informatiques (excel, erp...) . sens de lorganisation et rigueur . bon relationnel et esprit dequipe","confirmee dans un poste similaire . bonne maitrise des outils informatiques (excel, erp...) . sens de lorganisation et rigueur . bon relationnel et esprit dequipe",A discuter,28 Apr-10:42,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370750/Assistante-logistique.html
Ingénieur leader qualité,Anonyme,Industrie / Ingénierie / Energie,Casablanca,"et qualites requises : maitrise du systeme de management de la qualite. capacite a analyser les non-conformites et a piloter des actions correctives. rigueur, sens du detail, autonomie et esprit danalyse. bonne communication et aptitude a travailler en equipe. force de proposition pour ameliorer les processus et optimiser la performance qualite.","dans un environnement industriel. specialisation en genie mecanique, genie des procedes, electronique, materiaux ou equivalent. maitrise des referentiels et normes qualite (iso, outils qualite, methodes damelioration continue, etc.).",A discuter,28 Apr-10:42,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10331026/Ingénieur-leader-qualité.html
Gérant magasin prêt à porter tanger,sarl,Commercial / Vente,Tanger,,"en retail, minimum de 5 ans . notre magasin est specialise en vente d'article pour femme et homme. nous recrutons une personne dynamique et serieuse avec un bon contact client. personne interessee, veuillez, envoyer votre cv avec photo.",A discuter,28 Apr-10:41,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370744/Gérant-magasin-Prêt-à-porter-Tanger.html
Responsable hse / casablanca,Anonyme,Sécurité / Surveillance / Gardiennage,Casablanca,"maitrise des outils de resolution de problemes (analyse par arbre des causes, amdec, 5m, pareto, etc.). rigoureux(se), autonome et organise(e). capacite a travailler sur le terrain. esprit collaboratif et aptitude au leadership.",diplome dingenieur ou equivalent en management qhse ou genie industriel.,A discuter,28 Apr-10:41,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10328970/Responsable-hse-casablanca.html
Médecin vétérinaire,Complexe vétérinaire,Autre,Casablanca,"solides en medecine veterinaire, avec une capacite a diagnostiquer et traiter une grande variete de pathologies. - experience en gestion dequipe et coordination des activites dans une structure veterinaire, si possible. -un esprit de collaboration et une capacite a communiquer avec les eleveurs et les autres acteurs de la production animale.","en gestion dequipe et coordination des activites dans une structure veterinaire, si possible. -un esprit de collaboration et une capacite a communiquer avec les eleveurs et les autres acteurs de la production animale.",CDI,28 Apr-10:41,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370739/Médecin-vétérinaire.html
Leader mécanicien / bac +3 à bac +5,Anonyme,Industrie / Ingénierie / Energie,Casablanca,"confirmees en methodes de maintenance et en expertise technique (analyse vibratoire souhaitee). leadership, sens de lorganisation, autonomie et capacite de prise de decision. bon esprit danalyse et de resolution de problemes.","en maintenance industrielle, idealement dans le secteur minier ou lindustrie lourde. excellente maitrise des equipements mecaniques industriels.",A discuter,28 Apr-10:41,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10302549/Leader-mécanicien-bac-3-à-bac-5.html
Chauffeur transport du personnel – (permis d),Linkup Value,Transport / Achat / Logistique,Casablanca,requises,"confirmee en transport de personnel ou conduite de poids lourds. - residence a casablanca ou peripherie obligatoire. - sens des responsabilites, discipline et bon relationnel. poste base a casablanca.",CDI,28 Apr-10:41,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370673/Chauffeur-Transport-du-personnel-–-(Permis-D).html
Magasinier – pièces de rechange automobile,,automobile) - bonne connaissance des pieces de rechange automobile - maitrise de,Casablanca,"- experience en tant que magasinier (idealement dans le secteur automobile) - bonne connaissance des pieces de rechange automobile - maitrise des outils informatiques de gestion de stock - rigueur, organisation et sens des responsabilites - esprit dequipe et reactivite","en tant que magasinier (idealement dans le secteur automobile) - bonne connaissance des pieces de rechange automobile - maitrise des outils informatiques de gestion de stock - rigueur, organisation et sens des responsabilites - esprit dequipe et reactivite",,28 Apr-10:40,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362806/Magasinier-–-Pièces-de-rechange-automobile.html
Enseignantes de français (primaire),Ecole CLAPAREDE,Education / Social / Petite Enfance,Casablanca,-experience exigee dans le,exigee dans le,A discuter,28 Apr-10:40,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362800/Enseignantes-de-français-(Primaire).html
